Drug A,Drug B,Cell Line Name,Score
Mitotane,Tretinoin,SK-MEL-5,-4.888888888888889
Decitabine,Azacitidine,MCF7,-4.0
Paclitaxel,Tretinoin,SNB-75,33.0
Dasatinib,Paclitaxel,OVCAR-4,-1.5555555555555556
Zoledronic acid,Romidepsin,RPMI-8226,4.0
Fulvestrant,Vorinostat,OVCAR-3,0.1111111111111111
Vorinostat,Paclitaxel,A549/ATCC,-10.555555555555557
Azacitidine,Cladribine,LOX IMVI,-18.444444444444443
Thalidomide,Azacitidine,SF-268,3.0
Tretinoin,Celecoxib,SK-OV-3,-3.4444444444444446
Dasatinib,Vorinostat,NCI-H460,0.8888888888888888
Romidepsin,Docetaxel,DU-145,-6.1111111111111125
Tretinoin,Cladribine,SF-268,-24.0
Docetaxel,Celecoxib,OVCAR-8,8.666666666666666
Everolimus,Tretinoin,MDA-MB-468,2.6666666666666665
Zoledronic acid,Everolimus,KM12,-1.8888888888888888
Zoledronic acid,Cladribine,SNB-75,-3.6666666666666665
Sirolimus,Nilotinib,HCT-116,-7.8888888888888875
Thalidomide,Paclitaxel,A498,-4.666666666666667
Thalidomide,Mitotane,OVCAR-8,-3.2222222222222223
Mitotane,Celecoxib,CAKI-1,-5.4444444444444455
Decitabine,Mitotane,SF-539,-4.2222222222222205
Vorinostat,Sirolimus,KM12,-4.2222222222222205
Decitabine,Paclitaxel,UACC-257,1.6666666666666667
Azacitidine,Tretinoin,SF-539,-4.888888888888889
Nilotinib,Tretinoin,LOX IMVI,-6.777777777777778
Nilotinib,Cladribine,KM12,-3.333333333333333
Zoledronic acid,Paclitaxel,OVCAR-8,-7.0
Decitabine,Mitotane,NCI-H23,1.8888888888888888
Sirolimus,Cladribine,OVCAR-4,-5.0
Tretinoin,Cladribine,SW-620,-6.1111111111111125
Zoledronic acid,Tretinoin,NCI-H23,-6.5555555555555545
Mitotane,Sirolimus,SK-MEL-5,-5.111111111111111
Vorinostat,Romidepsin,A549/ATCC,-0.8888888888888888
Azacitidine,Sirolimus,A498,2.7777777777777777
Megestrol acetate,Lenalidomide,SK-MEL-2,-4.2222222222222205
Romidepsin,Celecoxib,A498,-0.7777777777777778
Thalidomide,Tretinoin,NCI-H23,-0.1111111111111111
Dasatinib,Tretinoin,KM12,-6.0
Everolimus,Azacitidine,LOX IMVI,-0.1111111111111111
Vorinostat,Cladribine,MDA-MB-231/ATCC,9.333333333333334
Everolimus,Dasatinib,NCI-H522,-3.5555555555555562
Azacitidine,Romidepsin,NCI-H460,11.111111111111107
Fulvestrant,Tretinoin,CAKI-1,-2.7777777777777777
Vorinostat,Azacitidine,T-47D,-7.777777777777778
Mitotane,Dasatinib,MDA-MB-468,-0.1111111111111111
Sirolimus,Cladribine,ACHN,-4.0
Fulvestrant,Romidepsin,HCT-116,-0.2222222222222222
Docetaxel,Nilotinib,SF-539,27.11111111111111
Zoledronic acid,Romidepsin,NCI-H460,1.3333333333333333
Everolimus,Paclitaxel,MDA-MB-468,8.222222222222221
Azacitidine,Fulvestrant,BT-549,-2.5555555555555562
Zoledronic acid,Tretinoin,SK-OV-3,2.2222222222222223
Azacitidine,Sirolimus,IGROV1,-2.888888888888889
Fulvestrant,Vorinostat,BT-549,-1.4444444444444444
Docetaxel,Tretinoin,SNB-75,23.0
Paclitaxel,Celecoxib,SK-MEL-5,27.555555555555557
Dasatinib,Romidepsin,UACC-62,-3.888888888888889
Dasatinib,Docetaxel,K-562,7.666666666666668
Zoledronic acid,Azacitidine,HOP-92,-2.1111111111111107
Romidepsin,Cladribine,SNB-75,1.3333333333333333
Fulvestrant,Cladribine,HCT-15,2.6666666666666665
Fulvestrant,Everolimus,SF-295,37.111111111111114
Zoledronic acid,Nilotinib,T-47D,-1.0
Sirolimus,Celecoxib,HOP-92,-8.888888888888891
Vorinostat,Azacitidine,PC-3,0.5555555555555556
Sirolimus,Cladribine,SK-OV-3,-2.5555555555555562
Dasatinib,Nilotinib,MDA-MB-231/ATCC,-18.22222222222221
Azacitidine,Docetaxel,LOX IMVI,-1.0
Paclitaxel,Cladribine,SW-620,-2.0
Zoledronic acid,Docetaxel,UACC-257,-2.1111111111111107
Vorinostat,Tretinoin,SK-MEL-5,-6.5555555555555545
Thalidomide,Tretinoin,DU-145,-11.777777777777779
Dasatinib,Nilotinib,UACC-257,-7.222222222222222
Dasatinib,Sirolimus,UACC-62,-3.888888888888889
Gefitinib,Lenalidomide,UACC-257,0.1111111111111111
Vorinostat,Tretinoin,PC-3,-10.0
Everolimus,Cladribine,KM12,-3.333333333333333
Azacitidine,Docetaxel,K-562,0.3333333333333333
Dasatinib,Nilotinib,OVCAR-3,-2.0
Mitotane,Docetaxel,IGROV1,6.777777777777778
Mitotane,Nilotinib,BT-549,-5.111111111111111
Zoledronic acid,Nilotinib,A498,-6.8888888888888875
Everolimus,Vorinostat,OVCAR-4,-4.777777777777779
Zoledronic acid,Nilotinib,RPMI-8226,-12.111111111111107
Zoledronic acid,Nilotinib,OVCAR-8,-4.0
Mitotane,Everolimus,ACHN,2.1111111111111107
Romidepsin,Docetaxel,IGROV1,3.4444444444444446
Everolimus,Vorinostat,NCI-H522,-6.777777777777778
Mitotane,Nilotinib,SR,-12.777777777777779
Dasatinib,Romidepsin,SF-539,0.2222222222222222
Fulvestrant,Sirolimus,PC-3,-0.5555555555555556
Everolimus,Celecoxib,UACC-62,1.5555555555555556
Everolimus,Celecoxib,T-47D,-1.4444444444444444
Zoledronic acid,Nilotinib,PC-3,-8.555555555555555
Vorinostat,Romidepsin,DU-145,11.777777777777779
Fulvestrant,Nilotinib,MDA-MB-468,-4.111111111111111
Decitabine,Sirolimus,NCI-H23,-1.6666666666666667
Azacitidine,Fulvestrant,SK-MEL-28,-15.555555555555555
Zoledronic acid,Celecoxib,SF-268,-9.0
Sirolimus,Mitotane,SW-620,7.8888888888888875
Gefitinib,Lenalidomide,BT-549,5.0
Decitabine,Paclitaxel,NCI-H522,12.0
Vorinostat,Azacitidine,K-562,-4.111111111111111
Paclitaxel,Cladribine,SNB-75,3.333333333333333
Decitabine,Tretinoin,UACC-62,0.4444444444444444
Megestrol acetate,Lenalidomide,HOP-92,-17.333333333333332
Mitotane,Sirolimus,CAKI-1,-7.333333333333332
Romidepsin,Cladribine,MDA-MB-468,-1.1111111111111112
Azacitidine,Sirolimus,NCI-H522,3.2222222222222223
Docetaxel,Sirolimus,LOX IMVI,-0.3333333333333333
Zoledronic acid,Romidepsin,MDA-MB-231/ATCC,0.2222222222222222
Vorinostat,Cladribine,A498,-2.7777777777777777
Decitabine,Azacitidine,HS 578T,-0.5555555555555556
Thalidomide,Azacitidine,OVCAR-8,0.1111111111111111
Docetaxel,Fulvestrant,MDA-MB-468,9.111111111111107
Azacitidine,Paclitaxel,T-47D,-4.2222222222222205
Everolimus,Vorinostat,HCT-116,-8.11111111111111
Azacitidine,Cladribine,RPMI-8226,2.888888888888889
Romidepsin,Docetaxel,RPMI-8226,4.666666666666667
Romidepsin,Docetaxel,NCI-H460,1.5555555555555556
Dasatinib,Docetaxel,U251,-0.2222222222222222
Zoledronic acid,Nilotinib,SK-MEL-2,-0.4444444444444444
Everolimus,Docetaxel,U251,7.1111111111111125
Vorinostat,Azacitidine,SNB-75,-0.4444444444444444
Cladribine,Celecoxib,A549/ATCC,-4.0
Everolimus,Cladribine,HCT-15,-3.2222222222222223
Mitotane,Dasatinib,SK-MEL-5,-10.555555555555557
Mitotane,Cladribine,RPMI-8226,-0.4444444444444444
Fulvestrant,Cladribine,HCT-116,-5.111111111111111
Fulvestrant,Cladribine,T-47D,-3.888888888888889
Nilotinib,Cladribine,HCT-116,-11.555555555555555
Sirolimus,Nilotinib,T-47D,-22.555555555555557
Gefitinib,Lenalidomide,SW-620,6.0
Zoledronic acid,Sirolimus,SK-MEL-2,-4.333333333333333
Zoledronic acid,Dasatinib,OVCAR-4,2.4444444444444446
Vorinostat,Tretinoin,MDA-MB-468,2.2222222222222223
Fulvestrant,Romidepsin,SR,-3.2222222222222223
Sirolimus,Celecoxib,RPMI-8226,5.222222222222221
Dasatinib,Romidepsin,NCI-H522,-5.222222222222221
Nilotinib,Mitotane,OVCAR-4,-4.111111111111111
Nilotinib,Cladribine,NCI-H460,-0.5555555555555556
Dasatinib,Vorinostat,OVCAR-3,6.777777777777778
Thalidomide,Mitotane,MDA-MB-468,2.1111111111111107
Nilotinib,Tretinoin,T-47D,1.6666666666666667
Azacitidine,Cladribine,SNB-75,1.4444444444444444
Vorinostat,Sirolimus,SK-MEL-28,-21.0
Megestrol acetate,Lenalidomide,SF-268,-13.333333333333336
Docetaxel,Sirolimus,NCI-H460,7.777777777777778
Everolimus,Sirolimus,U251,-4.5555555555555545
Paclitaxel,Tretinoin,RPMI-8226,42.55555555555557
Docetaxel,Celecoxib,SF-539,22.66666666666667
Zoledronic acid,Vorinostat,A549/ATCC,-1.4444444444444444
Fulvestrant,Tretinoin,SR,-8.555555555555555
Nilotinib,Tretinoin,A549/ATCC,3.333333333333333
Zoledronic acid,Celecoxib,SK-MEL-28,-4.888888888888889
Dasatinib,Sirolimus,DU-145,-1.5555555555555556
Everolimus,Azacitidine,RPMI-8226,2.0
Nilotinib,Cladribine,MCF7,-0.3333333333333333
Everolimus,Dasatinib,NCI-H460,-2.5555555555555562
Nilotinib,Cladribine,NCI-H23,0.4444444444444444
Vorinostat,Docetaxel,SW-620,-3.111111111111111
Romidepsin,Docetaxel,HCT-116,8.444444444444445
Fulvestrant,Cladribine,SF-295,-5.666666666666668
Azacitidine,Nilotinib,OVCAR-3,-21.11111111111111
Nilotinib,Celecoxib,PC-3,-5.0
Fulvestrant,Dasatinib,OVCAR-3,5.666666666666668
Dasatinib,Vorinostat,UACC-62,1.4444444444444444
Paclitaxel,Tretinoin,SF-268,19.88888888888889
Sirolimus,Tretinoin,IGROV1,10.555555555555557
Vorinostat,Celecoxib,DU-145,-3.5555555555555562
Dasatinib,Paclitaxel,OVCAR-3,13.666666666666664
Thalidomide,Tretinoin,OVCAR-8,-3.4444444444444446
Dasatinib,Romidepsin,HCT-15,-2.4444444444444446
Mitotane,Nilotinib,RPMI-8226,-17.555555555555557
Thalidomide,Sirolimus,KM12,-2.1111111111111107
Decitabine,Cladribine,SK-MEL-5,14.333333333333336
Paclitaxel,Cladribine,BT-549,1.3333333333333333
Everolimus,Docetaxel,NCI-H460,11.222222222222221
Docetaxel,Nilotinib,MDA-MB-231/ATCC,-15.0
Nilotinib,Celecoxib,SF-268,-5.333333333333333
Sirolimus,Tretinoin,HOP-92,-6.0
Docetaxel,Celecoxib,UACC-62,19.555555555555557
Mitotane,Celecoxib,UACC-257,-14.0
Docetaxel,Sirolimus,SF-539,3.2222222222222223
Romidepsin,Docetaxel,SNB-75,-3.7777777777777777
Dasatinib,Paclitaxel,UACC-62,-3.0
Dasatinib,Cladribine,RPMI-8226,-8.555555555555555
Zoledronic acid,Docetaxel,SNB-75,6.666666666666668
Paclitaxel,Cladribine,OVCAR-8,-3.111111111111111
Fulvestrant,Everolimus,MDA-MB-231/ATCC,14.888888888888893
Decitabine,Sirolimus,SK-MEL-28,3.2222222222222223
Tretinoin,Celecoxib,A549/ATCC,-3.0
Dasatinib,Azacitidine,SK-MEL-28,1.5555555555555556
Nilotinib,Cladribine,SF-539,-4.2222222222222205
Docetaxel,Nilotinib,NCI-H522,8.888888888888891
Zoledronic acid,Everolimus,HOP-92,-1.7777777777777777
Mitotane,Everolimus,K-562,7.555555555555554
Sirolimus,Tretinoin,MCF7,3.5555555555555562
Fulvestrant,Tretinoin,HCT-15,-0.1111111111111111
Decitabine,Cladribine,MDA-MB-468,5.4444444444444455
Zoledronic acid,Sirolimus,NCI-H522,-10.888888888888893
Romidepsin,Tretinoin,MDA-MB-468,-1.2222222222222223
Azacitidine,Paclitaxel,OVCAR-4,-1.6666666666666667
Vorinostat,Cladribine,HCT-116,-4.4444444444444455
Gefitinib,Lenalidomide,U251,-3.111111111111111
Vorinostat,Romidepsin,SF-539,4.2222222222222205
Zoledronic acid,Sirolimus,SR,-2.333333333333333
Everolimus,Docetaxel,SW-620,2.5555555555555562
Dasatinib,Docetaxel,LOX IMVI,-3.333333333333333
Zoledronic acid,Cladribine,MCF7,-2.7777777777777777
Fulvestrant,Cladribine,DU-145,-0.5555555555555556
Paclitaxel,Cladribine,SK-MEL-5,11.222222222222221
Fulvestrant,Cladribine,HOP-92,-0.4444444444444444
Everolimus,Nilotinib,MDA-MB-231/ATCC,-25.222222222222207
Nilotinib,Mitotane,OVCAR-3,-8.666666666666666
Zoledronic acid,Sirolimus,IGROV1,4.2222222222222205
Thalidomide,Azacitidine,DU-145,-0.8888888888888888
Mitotane,Nilotinib,OVCAR-4,-6.333333333333332
Decitabine,Docetaxel,LOX IMVI,-6.666666666666668
Vorinostat,Tretinoin,BT-549,-5.333333333333333
Megestrol acetate,Gefitinib,T-47D,2.7777777777777777
Zoledronic acid,Vorinostat,BT-549,-1.0
Paclitaxel,Cladribine,NCI-H460,-3.2222222222222223
Everolimus,Paclitaxel,SF-268,3.6666666666666665
Romidepsin,Nilotinib,SNB-75,-3.0
Mitotane,Cladribine,A498,0.4444444444444444
Zoledronic acid,Tretinoin,UACC-62,1.8888888888888888
Nilotinib,Celecoxib,NCI-H23,-9.555555555555557
Zoledronic acid,Vorinostat,PC-3,1.4444444444444444
Cladribine,Celecoxib,DU-145,0.4444444444444444
Romidepsin,Celecoxib,HS 578T,-0.1111111111111111
Dasatinib,Romidepsin,OVCAR-4,-5.5555555555555545
Docetaxel,Fulvestrant,MDA-MB-231/ATCC,7.8888888888888875
Fulvestrant,Romidepsin,OVCAR-4,2.2222222222222223
Dasatinib,Romidepsin,LOX IMVI,1.3333333333333333
Mitotane,Celecoxib,HS 578T,-3.6666666666666665
Decitabine,Azacitidine,UACC-62,4.5555555555555545
Sirolimus,Cladribine,NCI-H522,-7.666666666666668
Paclitaxel,Sirolimus,NCI-H460,13.222222222222221
Mitotane,Docetaxel,MDA-MB-468,7.666666666666668
Everolimus,Paclitaxel,BT-549,11.111111111111107
Zoledronic acid,Cladribine,CAKI-1,-5.666666666666668
Fulvestrant,Dasatinib,OVCAR-8,1.3333333333333333
Docetaxel,Paclitaxel,MDA-MB-468,4.0
Decitabine,Azacitidine,NCI-H23,-3.5555555555555562
Dasatinib,Sirolimus,PC-3,5.8888888888888875
Zoledronic acid,Paclitaxel,NCI-H522,1.3333333333333333
Romidepsin,Paclitaxel,DU-145,5.0
Azacitidine,Docetaxel,A498,2.333333333333333
Fulvestrant,Cladribine,HS 578T,0.8888888888888888
Fulvestrant,Dasatinib,SF-539,8.444444444444445
Zoledronic acid,Azacitidine,UACC-62,2.333333333333333
Docetaxel,Celecoxib,T-47D,12.333333333333336
Mitotane,Docetaxel,KM12,-3.888888888888889
Thalidomide,Paclitaxel,HOP-92,0.7777777777777778
Tretinoin,Celecoxib,U251,-8.222222222222221
Paclitaxel,Cladribine,UACC-257,-9.333333333333334
Dasatinib,Tretinoin,OVCAR-3,-1.2222222222222223
Megestrol acetate,Lenalidomide,NCI-H23,-6.8888888888888875
Thalidomide,Cladribine,MDA-MB-231/ATCC,1.4444444444444444
Fulvestrant,Paclitaxel,MDA-MB-231/ATCC,0.1111111111111111
Fulvestrant,Celecoxib,T-47D,-7.666666666666668
Vorinostat,Tretinoin,SNB-75,-3.2222222222222223
Mitotane,Cladribine,BT-549,-7.0
Tretinoin,Celecoxib,BT-549,-3.2222222222222223
Azacitidine,Tretinoin,T-47D,-7.8888888888888875
Zoledronic acid,Paclitaxel,ACHN,-2.4444444444444446
Decitabine,Azacitidine,ACHN,-4.0
Thalidomide,Paclitaxel,UACC-257,-4.4444444444444455
Mitotane,Everolimus,HCT-116,1.2222222222222223
Thalidomide,Azacitidine,SW-620,1.3333333333333333
Thalidomide,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223
Dasatinib,Vorinostat,RPMI-8226,-0.6666666666666666
Mitotane,Everolimus,A498,11.222222222222221
Mitotane,Celecoxib,KM12,-10.222222222222221
Docetaxel,Nilotinib,BT-549,10.777777777777779
Everolimus,Sirolimus,UACC-257,-5.111111111111111
Everolimus,Dasatinib,SNB-75,-7.333333333333332
Azacitidine,Paclitaxel,A549/ATCC,-2.7777777777777777
Fulvestrant,Paclitaxel,ACHN,-4.5555555555555545
Megestrol acetate,Lenalidomide,SK-MEL-28,-4.777777777777779
Docetaxel,Nilotinib,RPMI-8226,16.11111111111111
Everolimus,Romidepsin,KM12,-4.333333333333333
Megestrol acetate,Gefitinib,A498,-4.2222222222222205
Fulvestrant,Cladribine,RPMI-8226,-6.1111111111111125
Zoledronic acid,Sirolimus,MCF7,-6.666666666666668
Paclitaxel,Nilotinib,DU-145,12.333333333333336
Everolimus,Vorinostat,MCF7,-4.888888888888889
Zoledronic acid,Azacitidine,SK-MEL-2,-10.666666666666666
Nilotinib,Mitotane,MDA-MB-468,-4.2222222222222205
Fulvestrant,Celecoxib,SF-295,-6.5555555555555545
Fulvestrant,Tretinoin,RPMI-8226,-10.888888888888893
Megestrol acetate,Gefitinib,OVCAR-4,-3.111111111111111
Fulvestrant,Vorinostat,K-562,0.1111111111111111
Vorinostat,Nilotinib,OVCAR-8,-10.333333333333334
Everolimus,Cladribine,HS 578T,-2.1111111111111107
Nilotinib,Mitotane,U251,-12.0
Decitabine,Sirolimus,SF-268,-2.0
Dasatinib,Nilotinib,K-562,3.4444444444444446
Fulvestrant,Sirolimus,UACC-257,-4.0
Vorinostat,Celecoxib,OVCAR-8,-3.6666666666666665
Nilotinib,Tretinoin,NCI-H23,-13.333333333333336
Tretinoin,Celecoxib,PC-3,-2.7777777777777777
Decitabine,Tretinoin,HCT-15,-4.0
Paclitaxel,Tretinoin,UACC-62,19.88888888888889
Docetaxel,Cladribine,K-562,-5.222222222222221
Everolimus,Celecoxib,A549/ATCC,-0.1111111111111111
Zoledronic acid,Tretinoin,HS 578T,3.4444444444444446
Everolimus,Celecoxib,K-562,-5.222222222222221
Romidepsin,Cladribine,SW-620,-2.333333333333333
Zoledronic acid,Sirolimus,CAKI-1,1.3333333333333333
Everolimus,Azacitidine,BT-549,-2.1111111111111107
Sirolimus,Cladribine,PC-3,-2.888888888888889
Vorinostat,Celecoxib,A498,-4.777777777777779
Fulvestrant,Paclitaxel,NCI-H522,-0.2222222222222222
Dasatinib,Sirolimus,HCT-15,-1.5555555555555556
Romidepsin,Celecoxib,UACC-257,-6.222222222222222
Mitotane,Azacitidine,OVCAR-3,3.111111111111111
Decitabine,Mitotane,SK-MEL-28,-6.0
Fulvestrant,Dasatinib,UACC-62,2.1111111111111107
Everolimus,Paclitaxel,RPMI-8226,23.0
Docetaxel,Sirolimus,SF-268,-2.888888888888889
Azacitidine,Tretinoin,OVCAR-3,-18.555555555555557
Everolimus,Vorinostat,SF-268,-1.6666666666666667
Everolimus,Dasatinib,U251,-9.0
Nilotinib,Cladribine,DU-145,-7.555555555555554
Paclitaxel,Nilotinib,RPMI-8226,48.22222222222222
Azacitidine,Tretinoin,LOX IMVI,-11.0
Tretinoin,Cladribine,MCF7,0.0
Romidepsin,Celecoxib,A549/ATCC,11.111111111111107
Zoledronic acid,Nilotinib,OVCAR-3,-15.666666666666664
Mitotane,Celecoxib,U251,-1.4444444444444444
Tretinoin,Celecoxib,A498,-7.0
Vorinostat,Sirolimus,SK-MEL-5,-4.333333333333333
Mitotane,Paclitaxel,SF-295,-2.0
Zoledronic acid,Everolimus,OVCAR-8,1.1111111111111112
Decitabine,Cladribine,UACC-257,3.7777777777777777
Zoledronic acid,Nilotinib,SF-539,-2.333333333333333
Zoledronic acid,Cladribine,NCI-H23,-0.2222222222222222
Romidepsin,Docetaxel,LOX IMVI,-1.0
Sirolimus,Nilotinib,IGROV1,-17.88888888888889
Zoledronic acid,Paclitaxel,OVCAR-4,2.4444444444444446
Fulvestrant,Vorinostat,SNB-75,-1.7777777777777777
Fulvestrant,Nilotinib,KM12,0.1111111111111111
Paclitaxel,Tretinoin,K-562,31.33333333333333
Decitabine,Azacitidine,NCI-H522,1.2222222222222223
Fulvestrant,Nilotinib,DU-145,-1.1111111111111112
Zoledronic acid,Vorinostat,NCI-H23,-2.2222222222222223
Sirolimus,Mitotane,SF-295,9.333333333333334
Zoledronic acid,Nilotinib,CAKI-1,-10.111111111111107
Fulvestrant,Paclitaxel,SK-MEL-28,1.4444444444444444
Fulvestrant,Celecoxib,BT-549,-7.666666666666668
Mitotane,Celecoxib,SF-268,-1.4444444444444444
Fulvestrant,Tretinoin,ACHN,0.4444444444444444
Fulvestrant,Tretinoin,SF-268,-4.111111111111111
Decitabine,Cladribine,SK-OV-3,-8.555555555555555
Sirolimus,Nilotinib,NCI-H460,-5.5555555555555545
Zoledronic acid,Dasatinib,LOX IMVI,-3.111111111111111
Vorinostat,Sirolimus,OVCAR-4,1.6666666666666667
Azacitidine,Sirolimus,PC-3,-0.8888888888888888
Tretinoin,Celecoxib,ACHN,-2.0
Zoledronic acid,Docetaxel,SR,34.22222222222222
Romidepsin,Celecoxib,SF-268,-0.7777777777777778
Thalidomide,Mitotane,K-562,-13.555555555555555
Zoledronic acid,Paclitaxel,SW-620,-0.5555555555555556
Thalidomide,Cladribine,ACHN,-2.0
Decitabine,Paclitaxel,OVCAR-8,-10.444444444444443
Nilotinib,Tretinoin,BT-549,-10.888888888888893
Thalidomide,Azacitidine,LOX IMVI,-0.2222222222222222
Gefitinib,Lenalidomide,LOX IMVI,-6.222222222222222
Sirolimus,Celecoxib,MDA-MB-231/ATCC,15.111111111111107
Dasatinib,Docetaxel,DU-145,-3.5555555555555562
Azacitidine,Celecoxib,SF-539,8.222222222222221
Romidepsin,Paclitaxel,HS 578T,-6.5555555555555545
Romidepsin,Cladribine,IGROV1,-3.4444444444444446
Mitotane,Docetaxel,OVCAR-4,15.0
Mitotane,Nilotinib,NCI-H522,-3.5555555555555562
Zoledronic acid,Sirolimus,UACC-257,3.111111111111111
Paclitaxel,Cladribine,SF-539,3.888888888888889
Everolimus,Romidepsin,SF-268,-0.2222222222222222
Docetaxel,Paclitaxel,OVCAR-4,1.7777777777777777
Dasatinib,Tretinoin,UACC-257,-1.4444444444444444
Dasatinib,Tretinoin,NCI-H522,3.6666666666666665
Fulvestrant,Nilotinib,T-47D,4.333333333333333
Docetaxel,Cladribine,NCI-H460,-3.2222222222222223
Fulvestrant,Everolimus,UACC-62,9.0
Fulvestrant,Romidepsin,SNB-75,4.0
Vorinostat,Cladribine,A549/ATCC,-3.6666666666666665
Zoledronic acid,Dasatinib,IGROV1,0.1111111111111111
Vorinostat,Azacitidine,OVCAR-8,-3.333333333333333
Fulvestrant,Romidepsin,HOP-92,-1.6666666666666667
Zoledronic acid,Vorinostat,IGROV1,-0.8888888888888888
Zoledronic acid,Sirolimus,SK-OV-3,-1.4444444444444444
Zoledronic acid,Sirolimus,SK-MEL-28,2.333333333333333
Vorinostat,Nilotinib,BT-549,-11.666666666666664
Decitabine,Azacitidine,UACC-257,1.0
Sirolimus,Celecoxib,HS 578T,9.666666666666666
Fulvestrant,Romidepsin,NCI-H460,9.444444444444443
Mitotane,Sirolimus,PC-3,1.3333333333333333
Vorinostat,Cladribine,SK-MEL-5,1.5555555555555556
Azacitidine,Nilotinib,OVCAR-8,-24.777777777777786
Mitotane,Everolimus,PC-3,6.4444444444444455
Dasatinib,Cladribine,UACC-257,-5.333333333333333
Fulvestrant,Romidepsin,NCI-H522,17.0
Azacitidine,Celecoxib,UACC-62,5.4444444444444455
Mitotane,Everolimus,CAKI-1,0.1111111111111111
Docetaxel,Sirolimus,SK-MEL-28,-1.6666666666666667
Nilotinib,Celecoxib,LOX IMVI,-1.4444444444444444
Thalidomide,Sirolimus,LOX IMVI,5.111111111111111
Tretinoin,Cladribine,RPMI-8226,-1.3333333333333333
Decitabine,Docetaxel,UACC-62,-0.2222222222222222
Zoledronic acid,Everolimus,SF-268,-3.5555555555555562
Romidepsin,Cladribine,OVCAR-3,-0.6666666666666666
Azacitidine,Nilotinib,BT-549,-6.777777777777778
Azacitidine,Docetaxel,SW-620,0.6666666666666666
Fulvestrant,Vorinostat,SK-MEL-5,-1.0
Azacitidine,Cladribine,MDA-MB-231/ATCC,-10.555555555555557
Nilotinib,Mitotane,NCI-H460,-0.7777777777777778
Vorinostat,Paclitaxel,SW-620,-3.7777777777777777
Thalidomide,Cladribine,BT-549,-7.222222222222222
Zoledronic acid,Tretinoin,PC-3,-5.333333333333333
Docetaxel,Celecoxib,RPMI-8226,16.0
Vorinostat,Romidepsin,MDA-MB-231/ATCC,1.1111111111111112
Decitabine,Cladribine,MDA-MB-231/ATCC,4.888888888888889
Fulvestrant,Sirolimus,LOX IMVI,0.3333333333333333
Everolimus,Azacitidine,OVCAR-4,-7.444444444444445
Zoledronic acid,Sirolimus,U251,3.333333333333333
Vorinostat,Romidepsin,SK-MEL-28,1.2222222222222223
Vorinostat,Azacitidine,BT-549,-3.5555555555555562
Nilotinib,Cladribine,BT-549,-5.4444444444444455
Docetaxel,Cladribine,UACC-62,-11.444444444444445
Nilotinib,Tretinoin,KM12,-6.5555555555555545
Dasatinib,Cladribine,KM12,-4.333333333333333
Paclitaxel,Celecoxib,DU-145,30.0
Docetaxel,Nilotinib,SK-MEL-28,-9.444444444444443
Everolimus,Nilotinib,K-562,-9.777777777777779
Everolimus,Vorinostat,UACC-257,-6.0
Fulvestrant,Tretinoin,KM12,-2.333333333333333
Azacitidine,Nilotinib,HS 578T,0.7777777777777778
Azacitidine,Docetaxel,MDA-MB-231/ATCC,-2.1111111111111107
Decitabine,Docetaxel,SF-295,-0.7777777777777778
Azacitidine,Cladribine,A498,-13.777777777777779
Mitotane,Nilotinib,SNB-75,-4.888888888888889
Decitabine,Paclitaxel,SF-295,-2.7777777777777777
Mitotane,Nilotinib,U251,-7.1111111111111125
Fulvestrant,Paclitaxel,PC-3,-1.4444444444444444
Fulvestrant,Tretinoin,OVCAR-4,0.8888888888888888
Mitotane,Sirolimus,OVCAR-4,-2.2222222222222223
Vorinostat,Cladribine,DU-145,10.111111111111107
Azacitidine,Docetaxel,HCT-116,-3.333333333333333
Decitabine,Cladribine,OVCAR-3,7.666666666666668
Fulvestrant,Vorinostat,OVCAR-4,-0.5555555555555556
Zoledronic acid,Paclitaxel,UACC-257,3.5555555555555562
Sirolimus,Mitotane,HCT-116,0.8888888888888888
Vorinostat,Nilotinib,IGROV1,-5.4444444444444455
Mitotane,Azacitidine,HS 578T,1.3333333333333333
Vorinostat,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223
Vorinostat,Tretinoin,SF-539,0.5555555555555556
Decitabine,Tretinoin,BT-549,-8.333333333333334
Decitabine,Cladribine,SF-295,-4.111111111111111
Sirolimus,Celecoxib,A498,2.0
Zoledronic acid,Sirolimus,SK-MEL-5,6.222222222222222
Fulvestrant,Celecoxib,SF-268,-11.111111111111107
Fulvestrant,Romidepsin,SK-MEL-5,10.333333333333334
Thalidomide,Docetaxel,K-562,2.1111111111111107
Fulvestrant,Paclitaxel,HOP-92,-9.555555555555557
Docetaxel,Celecoxib,PC-3,3.7777777777777777
Everolimus,Cladribine,NCI-H460,-2.7777777777777777
Zoledronic acid,Nilotinib,HOP-92,-9.333333333333334
Romidepsin,Celecoxib,SF-539,1.4444444444444444
Dasatinib,Azacitidine,HCT-15,-5.777777777777778
Romidepsin,Sirolimus,K-562,-3.0
Decitabine,Mitotane,SK-OV-3,-6.0
Romidepsin,Tretinoin,OVCAR-3,-2.888888888888889
Azacitidine,Celecoxib,A549/ATCC,-1.6666666666666667
Mitotane,Cladribine,KM12,0.5555555555555556
Thalidomide,Sirolimus,OVCAR-8,-0.2222222222222222
Azacitidine,Celecoxib,HCT-116,-4.777777777777779
